Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,,,User_Score,User_Count
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010,Adventure,Prototype,0,0,0.02,0,0.02,,,,
Future Tactics: The Uprising,GC,2004,Strategy,JoWood Productions,0.02,0,0,0,0.02,,,tbd,
Are You Alice?,PSP,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
Bella Sara 2 - The Magic of Drasilmare,3DS,2013,Adventure,Big Ben Interactive,0,0.02,0,0,0.02,,,,
Dance Dance Revolution: Hottest Party 5,Wii,2011,Misc,Konami Digital Entertainment,0,0.02,0,0,0.02,,,,
Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006,Action,Konami Digital Entertainment,0.02,0,0,0,0.02,,,7.6,14
Kensei: Sacred Fist,PS,1997,Fighting,Konami Digital Entertainment,0.01,0.01,0,0,0.02,,,,
Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02,,,,
Backyard NFL Football,DS,2007,Sports,Atari,0.02,0,0,0,0.02,,,,
Urakata Hakuoki,PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
Here They Lie,PS4,2016,Adventure,Sony Computer Entertainment,0,0.02,0,0,0.02,,,6.5,36
George of the Jungle and the Search for the Secret,Wii,2008,Platform,Ignition Entertainment,0.02,0,0,0,0.02,,,4,6
Gift: Prism,PS2,2006,Adventure,Sweets,0,0,0.02,0,0.02,,,,
Rugby League Live 3,X360,2015,Action,Tru Blu Entertainment,0,0.02,0,0,0.02,,,7,4
Legacy of Ys: Books I & II,DS,N/A,Role-Playing,Unknown,0.02,0,0,0,0.02,,,,
Shanghai: True Valor,PS,1998,Puzzle,Activision,0.01,0.01,0,0,0.02,,,,
Supermodel Makeover by Lauren Luke,DS,2009,Simulation,Avanquest,0,0.02,0,0,0.02,,,,
Pharaoh,PC,1998,Strategy,Vivendi Games,0,0.02,0,0,0.02,,,8.6,45
Major Dream: Major DS Dream Baseball,DS,2008,Sports,Takara Tomy,0,0,0.02,0,0.02,,,,
Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Adventure,5pb,0,0,0.02,0,0.02,,,,
Escape the Emerald Star,PC,2011,Puzzle,PopCap Games,0.02,0,0,0,0.02,,,tbd,
Thunderbirds,GBA,2004,Shooter,Vivendi Games,0.02,0.01,0,0,0.02,,,tbd,
TV Total Events,Wii,2011,Misc,7G//AMES,0,0.02,0,0,0.02,,,,
Vitamin Z Revolution,PSP,2010,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,
Aegis of Earth: Protonovus Assault,PS3,2016,Action,PQube,0.01,0.01,0,0,0.02,,,tbd,
Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,Adventure,Alchemist,0,0,0.02,0,0.02,,,,
Inkheart,DS,2009,Adventure,DreamCatcher Interactive,0.02,0,0,0,0.02,,,2.2,5
Lunatic Dawn Tempest,PS2,2001,Role-Playing,ArtDink,0,0,0.02,0,0.02,,,,
Strike Witches: Shirogane no Tsubasa,PSP,2012,Strategy,Kadokawa Shoten,0,0,0.02,0,0.02,,,,
Total Immersion Racing,XB,2002,Racing,Empire Interactive,0.02,0.01,0,0,0.02,,,tbd,
Luxor: The Wrath of Set,PSP,2006,Puzzle,Mumbo Jumbo,0.02,0,0,0,0.02,,,tbd,
Board Game: Top Shop,PS,1999,Misc,Success,0.01,0.01,0,0,0.02,,,,
Blade Arcus from Shining EX,PS3,2015,Fighting,Sega,0,0,0.02,0,0.02,,,,
Bigfoot King of Crush,Wii,2011,Racing,Zoo Games,0.02,0,0,0,0.02,,,tbd,
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007,Action,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,
Demigod,PC,2009,Strategy,Atari,0,0.02,0,0,0.02,,,7.9,183
Cocoto Magic Circus,Wii,2008,Shooter,Neko Entertainment,0.02,0,0,0,0.02,,,tbd,
Rugby Challenge 3,X360,2016,Sports,Alternative Software,0,0.02,0,0,0.02,,,tbd,
Toukiden 2,PS3,2016,Action,Tecmo Koei,0,0,0.02,0,0.02,,,,
Europa Universalis III Complete,PC,2008,Strategy,Paradox Interactive,0,0.02,0,0,0.02,,,8.7,6
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02,,,,
Dunamis 15,PS3,2011,Adventure,5pb,0,0,0.02,0,0.02,,,,
DemiKids: Dark Version,GBA,2002,Role-Playing,Atlus,0.02,0.01,0,0,0.02,,,,
Resident Evil: Umbrella Corps,PS4,2016,Action,Capcom,0,0,0.02,0,0.02,,,,
Mage Knight: Destiny's Soldier,DS,2006,Strategy,Namco Bandai Games,0.02,0,0,0,0.02,,,7.1,11
Fishdom 2 Deluxe,PC,2010,Puzzle,Rondomedia,0,0.02,0,0,0.02,,,,
Blender Bros.,GBA,2002,Platform,Unknown,0.02,0.01,0,0,0.02,,,tbd,
Treasure Chase,DS,2011,Puzzle,Storm City Games,0.02,0,0,0,0.02,,,,
Suzumiya Haruhi no Heiretsu,Wii,2009,Adventure,Sega,0,0,0.02,0,0.02,,,,
Stronghold Crusader Extreme,PC,2008,Strategy,Gamecock,0,0.02,0,0,0.02,,,6.8,45
Nanatsuiro * Drops Pure!!,PS2,2007,Adventure,Media Works,0,0,0.02,0,0.02,,,,
DemiKids: Light Version,GBA,2002,Role-Playing,Atlus,0.02,0.01,0,0,0.02,,,8.3,15
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010,Misc,D3Publisher,0,0,0.02,0,0.02,,,,
Cities XL 2011,PC,2010,Simulation,Focus Home Interactive,0,0.02,0,0,0.02,,,5.7,39
Farm Frenzy 3,DS,2011,Strategy,Unknown,0,0.02,0,0,0.02,,,,
Bottom of the 9th '97,PS,1997,Sports,Konami Digital Entertainment,0.01,0.01,0,0,0.02,,,,
Shaman King: Chou Senjiryokketsu 3,GBA,2002,Role-Playing,King Records,0,0,0.02,0,0.02,,,,
Rapala for Kinect,X360,2011,Sports,Activision,0,0.02,0,0,0.02,,,tbd,
Line Rider 2: Unbound,Wii,2008,Puzzle,Deep Silver,0.02,0,0,0,0.02,,,6.4,5
Hyakka Hyakurou: Sengoku Ninpoujou,PSV,2016,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,
HatsuKare * Renai Debut Sengen!,PSP,2013,Adventure,FuRyu,0,0,0.02,0,0.02,,,,
QUIZ PARTY,Wii,2012,Misc,Nintendo,0,0.02,0,0,0.02,,,,
SimCity Societies,PC,2007,Simulation,Electronic Arts,0,0.02,0,0,0.02,,,4.3,95
Winx Club: Rockstars,DS,2010,Adventure,Namco Bandai Games,0,0.02,0,0,0.02,,,,
World Series of Poker 2008: Battle for the Bracelets,PSP,2007,Misc,Activision,0.02,0,0,0,0.02,,,6.5,4
Star Trek Online,PC,2010,Role-Playing,Atari,0,0.02,0,0,0.02,,,6.2,694
Kingdom: Ikkitousen no Ken,PSP,2010,Action,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,2007,Fighting,Yuke's,0,0,0.02,0,0.02,,,,
RayCrisis: Series Termination,PS,1999,Shooter,JVC,0.01,0.01,0,0,0.02,,,tbd,
Bomberman Story DS,DS,2007,Role-Playing,Rising Star Games,0,0,0.02,0,0.02,,,,
Anima - Gate of Memories,PS4,2016,Action,Avanquest,0,0.02,0,0,0.02,,,7.9,34
Ikki Tousen: Shining Dragon,PS2,2007,Role-Playing,Marvelous Interactive,0,0,0.02,0,0.02,,,,
Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,Ubisoft,0,0.02,0,0,0.02,,,7.3,185
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,2008,Adventure,Minato Station,0,0,0.02,0,0.02,,,,
Toxic Grind,XB,2002,Sports,THQ,0.02,0,0,0,0.02,,,tbd,
Tropico 4: Modern Times,PC,2012,Strategy,Kalypso Media,0,0.02,0,0,0.02,,,8,58
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,2011,Misc,Paon,0,0,0.02,0,0.02,,,,
ScrapLand,XB,2005,Action,Deep Silver,0.02,0,0,0,0.02,,,7.4,5
Enchanted Arms (JP sales),X360,2006,Role-Playing,Ubisoft,0,0,0.02,0,0.02,,,,
Utawarerumono: Futari no Hakuoro,PS3,2016,Misc,Aqua Plus,0,0,0.02,0,0.02,,,,
Geten no Hana,PSP,2013,Misc,Tecmo Koei,0,0,0.02,0,0.02,,,,
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009,Adventure,Tecmo Koei,0,0,0.02,0,0.02,,,,
Indianapolis 500 Evolution,X360,2009,Racing,Zushi Games,0.02,0,0,0,0.02,,,tbd,
Brothers in Arms: Hell's Highway,PC,2008,Shooter,Ubisoft,0,0.02,0,0,0.02,,,7.9,130
D.Gray-man: Sousha no Shikaku,PS2,2008,Adventure,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,
Crazy Machines,Wii,2010,Puzzle,DTP Entertainment,0.01,0.01,0,0,0.02,,,tbd,
Ookami to Koushinryou: Omiowataru Kaze,DS,2009,Adventure,ASCII Media Works,0,0,0.02,0,0.02,,,,
DiRT,PC,2007,Racing,Codemasters,0,0.02,0,0,0.02,,,7.3,91
School Days LxH,PS2,2008,Adventure,Interchannel,0,0,0.02,0,0.02,,,,
IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulation,Ubisoft,0,0.02,0,0,0.02,,,8.6,38
Serious Sam HD: Gold Edition,X360,2011,Shooter,Mastertronic,0,0.02,0,0,0.02,,,,
Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,2006,Action,Crave Entertainment,0.01,0.01,0,0,0.02,,,,
Neo Angelique,PS2,2006,Adventure,Tecmo Koei,0,0,0.02,0,0.02,,,,
Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software,0,0.01,0.01,0,0.02,,,7.3,10
Namco Museum Battle Collection (JP sales),PSP,2005,Misc,Sony Computer Entertainment,0,0,0.02,0,0.02,,,,
Ceville,PC,2009,Action,Kalypso Media,0,0.02,0,0,0.02,,,8.2,21
Brandish: The Dark Revenant,PSP,2009,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02,,,8.3,12
Thomas and Friends: Steaming around Sodor,3DS,2015,Action,Avanquest Software,0,0.02,0,0,0.02,,,tbd,
Chaos;Head Noah,PSP,2010,Adventure,5pb,0,0,0.02,0,0.02,,,,
Summon Night: Swordcraft Story,GBA,2003,Role-Playing,Banpresto,0.02,0.01,0,0,0.02,,,8.1,19
Samurai Shodown V,XB,2006,Fighting,Ignition Entertainment,0.02,0,0,0,0.02,,,tbd,
Falcon 4.0: Allied Force,PC,2005,Simulation,Graphsim Entertainment,0,0.02,0,0,0.02,,,8.6,37
Minna no Chizu 2,PSP,2007,Misc,Zenrin,0,0,0.02,0,0.02,,,,
Pro Fishing Challenge,XB,2004,Sports,Atlus,0.02,0,0,0,0.02,,,9.1,9
Franklin's Great Adventures,DS,2006,Action,Game Factory,0.02,0,0,0,0.02,,,,
Atelier Firis: The Alchemist of the Mysterious Journey,PSV,2016,Role-Playing,Tecmo Koei,0,0,0.02,0,0.02,,,,
Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,Capcom,0,0,0.02,0,0.02,,,9,76
Princess Saver! Eternal Love for My Lady,PS2,2010,Adventure,Comfort,0,0,0.02,0,0.02,,,,
Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,2002,Sports,Namco Bandai Games,0,0,0.02,0,0.02,,,,
Ice Age: Dawn of the Dinosaurs,PC,2009,Action,Activision,0.02,0,0,0,0.02,,,tbd,
To Love-Ru Trouble: Darkness - True Princess,PSV,2015,Action,FuRyu,0,0,0.02,0,0.02,,,,
Tokyo Mew Mew,PS,2002,Role-Playing,Takara,0,0,0.02,0,0.02,,,,
Kawasaki Jet Ski,Wii,2008,Racing,Metro 3D,0.02,0,0,0,0.02,,,0.6,5
Interactive Storybook DS Series 3,DS,2007,Misc,Tommo,0.02,0,0,0,0.02,,,tbd,
Twinkle * Crusaders GoGo!,PSP,2010,Adventure,ASCII Media Works,0,0,0.02,0,0.02,,,,
Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
Rule of Rose,PS2,2006,Action,505 Games,0.01,0.01,0,0,0.02,,,8.6,51
RedCard 20-03,GC,2002,Sports,Midway Games,0.02,0,0,0,0.02,,,7.4,5
Bejeweled 2 Deluxe,PC,2006,Puzzle,Focus Home Interactive,0,0.02,0,0,0.02,,,tbd,
Freestyle Metal X,XB,2003,Racing,Midway Games,0.02,0,0,0,0.02,,,,
Captain Morgane and the Golden Turtle,PS3,2012,Adventure,Reef Entertainment,0,0.02,0,0,0.02,,,tbd,
Shonen Jump's One Piece: Grand Adventure,PS2,2005,Fighting,Namco Bandai Games,0.01,0.01,0,0,0.02,,,,
Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,0,0.02,0,0,0.02,,,4.5,66
Pac-Man World Rally,PS2,2006,Racing,Namco Bandai Games,0.01,0.01,0,0,0.02,,,7.4,5
Winning Post 8 2015,PS3,2015,Action,Tecmo Koei,0,0,0.02,0,0.02,,,,
GT Legends,PC,2005,Racing,Atari,0,0.02,0,0,0.02,,,8.6,44
Monster High 13 Wishes,WiiU,2013,Action,Little Orbit,0.02,0,0,0,0.02,,,5.5,8
Ukiyo no Roushi,PSV,2015,Action,Unknown,0,0,0.02,0,0.02,,,,
Uta Kumi 575,PSV,2014,Misc,Sega,0,0,0.02,0,0.02,,,,
The Professor's Brain Trainer: Logic,DS,2005,Puzzle,505 Games,0.02,0,0,0,0.02,,,,
Street Fighter X Tekken,PC,2012,Fighting,Capcom,0,0.02,0,0,0.02,,,6.4,134
Kung Fu Panda,PC,2008,Action,Activision,0,0.02,0,0,0.02,,,7.8,12
428: Fuusa Sareta Shibuya de,PS3,2009,Adventure,Spike,0,0,0.02,0,0.02,,,,
Catan,DS,2009,Strategy,CDV Software Entertainment,0,0.02,0,0,0.02,,,,
Frontlines: Fuel of War,PC,2008,Shooter,THQ,0,0.02,0,0,0.02,,,6.9,171
Jewel Match 2,DS,2012,Puzzle,Easy Interactive,0,0.02,0,0,0.02,,,,
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,2010,Misc,D3Publisher,0,0,0.02,0,0.02,,,,
Rugby World Cup 2015,XOne,2015,Sports,Ubisoft,0,0.02,0,0,0.02,,,4.3,7
NFL Blitz Pro,GC,2003,Sports,Midway Games,0.02,0,0,0,0.02,,,tbd,
Tom Clancy's EndWar,PC,2009,Strategy,Ubisoft,0,0.02,0,0,0.02,,,6.7,42
Totally Spies! 2: Undercover,DS,2006,Action,Atari,0.01,0.01,0,0,0.02,,,,
Black Rose Valkyrie,PS4,2016,Role-Playing,Idea Factory,0,0,0.02,0,0.02,,,,
Commandos: Strike Force,XB,2006,Shooter,Eidos Interactive,0.02,0,0,0,0.02,,,tbd,
Warriors of the Lost Empire (JP sales),PSP,2007,Role-Playing,Mercury Games,0,0,0.02,0,0.02,,,,
Jojo's Bizarre Adventure,PS,1999,Fighting,Virgin Interactive,0.01,0.01,0,0,0.02,,,,
Lode Runner,DS,2006,Puzzle,Hudson Entertainment,0,0,0.02,0,0.02,,,,
Evolution Snowboarding,PS2,2002,Sports,Konami Digital Entertainment,0.01,0.01,0,0,0.02,,,tbd,
Zathura,XB,2005,Adventure,Take-Two Interactive,0.02,0,0,0,0.02,,,5.5,4
Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,2007,Misc,Sega,0,0,0.02,0,0.02,,,,
Zillions of Enemy X: Zetsukai no Crusade,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,,,,
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,1996,Puzzle,Compile,0,0,0.02,0,0.02,,,,
Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,Electronic Arts,0,0.02,0,0,0.02,,,7.8,186
Happiness! De-Lucks,PS2,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02,,,,
Doki Majo Plus,DS,2009,Adventure,SNK Playmore,0,0,0.02,0,0.02,,,,
Eureka Seven Vol. 2: The New Vision,PS2,2006,Shooter,Namco Bandai Games,0,0,0.02,0,0.02,,,7,5
Love Once: Mermaid's Tears,PS3,2011,Adventure,Unknown,0,0,0.02,0,0.02,,,,
Castlevania: Lords of Shadow - Reverie,X360,2011,Action,Konami Digital Entertainment,0.02,0,0,0,0.02,,,,
Puzzle Challenge: Crosswords and More!,PS2,2006,Puzzle,Crave Entertainment,0.01,0.01,0,0,0.02,,,,
Muppets Party Cruise,GC,2003,Misc,TDK Mediactive,0.02,0,0,0,0.02,,,8,5
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,2009,Action,D3Publisher,0,0,0.02,0,0.02,,,,
Test Drive Unlimited,PC,2007,Racing,Atari,0,0.02,0,0,0.02,,,8.1,124
Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,1996,Shooter,Gaga,0,0,0.02,0,0.02,,,,
Saint,Wii,N/A,Shooter,Unknown,0.02,0,0,0,0.02,,,tbd,
Grey's Anatomy: The Video Game,PC,2009,Adventure,Ubisoft,0,0.02,0,0,0.02,,,3.9,20
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,PSP,2006,Misc,Yamasa Entertainment,0,0,0.02,0,0.02,,,,
Let's Play Flight Attendant,DS,2010,Simulation,Deep Silver,0.02,0,0,0,0.02,,,tbd,
F1 Race Stars,PC,2012,Racing,Codemasters,0,0.02,0,0,0.02,,,5.4,46
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,2011,Misc,Plenty,0,0,0.02,0,0.02,,,,
Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0.01,0.01,0,0,0.02,,,7,5
Motto! SoniComi,PS3,2014,Simulation,Kadokawa Games,0,0,0.02,0,0.02,,,,
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02,,,,
Serious Sam: Next Encounter,GC,2004,Shooter,Global Star,0.02,0,0,0,0.02,,,8.4,9
Diabolik Lovers: More Blood,PSV,2015,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010,Misc,Irem Software Engineering,0,0,0.02,0,0.02,,,,
Serious Sam HD: Gold Edition,PC,2010,Shooter,Devolver Digital,0,0.02,0,0,0.02,,,,
Knight's Apprentice: Memorick's Adventures,XB,2004,Action,Microids,0.02,0,0,0,0.02,,,4.5,8
Akai Ito DS,DS,2008,Adventure,Alchemist,0,0,0.02,0,0.02,,,,
Natsuiro no Sunadokei,PS2,2002,Adventure,Princess Soft,0,0,0.02,0,0.02,,,,
Freedom Wings,DS,2006,Simulation,Natsume,0.02,0,0,0,0.02,,,7.7,6
Unreal Anthology,PC,2006,Shooter,Midway Games,0,0.02,0,0,0.02,,,8.8,5
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2007,Misc,Sega,0,0,0.02,0,0.02,,,,
Triple Crown Championship Snowboarding,Wii,2010,Sports,Destineer,0.02,0,0,0,0.02,,,,
Dream Chronicles,DS,2010,Adventure,Zoo Games,0.02,0,0,0,0.02,,,tbd,
18 Wheels of Steel: Extreme Trucker,PC,2009,Racing,Rondomedia,0,0.02,0,0,0.02,,,8,10
X3: Terran War Pack,PC,2012,Misc,Deep Silver,0,0.02,0,0,0.02,,,,
Geon Cube,Wii,2009,Puzzle,P2 Games,0.02,0,0,0,0.02,,,tbd,
Left 4 Dead,PC,2008,Shooter,Electronic Arts,0,0.02,0,0,0.02,,,9.2,3717
Steal Princess,DS,N/A,Platform,Unknown,0.02,0,0,0,0.02,,,tbd,
Ballblazer Champions,PS,1997,Sports,CTO SpA,0.01,0.01,0,0,0.02,,,,
Azada,3DS,2012,Puzzle,Licensed 4U,0,0.02,0,0,0.02,,,tbd,
Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016,Adventure,5pb,0,0,0.02,0,0.02,,,,
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,2008,Adventure,Alchemist,0,0,0.02,0,0.02,,,,
Galaxy Angel II: Eigou Kaiki no Koku,PS2,2009,Strategy,Broccoli,0,0,0.02,0,0.02,,,,
Moujuutsukai to Oujisama Portable,PSP,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
Genroh,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02,,,,
Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2010,Adventure,Alchemist,0,0,0.02,0,0.02,,,,
Iron Phoenix,XB,2005,Fighting,Sega,0.02,0,0,0,0.02,,,6.5,4
Kuon,PS2,2004,Adventure,Indie Games,0.01,0.01,0,0,0.02,,,7.7,9
Kannou Mukashi Banashi Portable,PSP,2012,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
Tennis no Oji-Sama: Driving Smash! Side King,DS,2008,Sports,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010,Adventure,Alchemist,0,0,0.02,0,0.02,,,,
Rose to Tasogare no Kojou,PSV,2016,Action,Nippon Ichi Software,0,0,0.02,0,0.02,,,,
Tale of a Hero,PC,2010,Adventure,Daedalic,0,0.02,0,0,0.02,,,,
UnchainBlades EXXiV,3DS,2012,Role-Playing,FuRyu,0,0,0.02,0,0.02,,,,
Mount & Blade,PC,2008,Role-Playing,Paradox Interactive,0,0.02,0,0,0.02,,,,
Carmen Sandiego: The Secret of the Stolen Drums,GC,2004,Action,BAM! Entertainment,0.02,0,0,0,0.02,,,tbd,
Fritz Chess,DS,2009,Strategy,Deep Silver,0.02,0,0,0,0.02,,,tbd,
Puyo Puyo! 15th Anniversary,PSP,2007,Puzzle,Sega,0,0,0.02,0,0.02,,,,
Mind over Matter,DS,2010,Puzzle,505 Games,0.02,0,0,0,0.02,,,,
Dies Irae: Amantes Amentes,PSP,2012,Action,Views,0,0,0.02,0,0.02,,,,
The Idolmaster: Gravure For You! Vol.9,PS3,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,
Casper's Scare School: Classroom Capers,DS,2008,Adventure,Blast! Entertainment Ltd,0.02,0,0,0,0.02,,,tbd,
Discovery Kids: Snake Safari,DS,2009,Simulation,505 Games,0.02,0,0,0,0.02,,,tbd,
Heavy Fire: The Chosen Few 3D,3DS,2011,Shooter,Mastiff,0.02,0,0,0,0.02,,,6.3,4
Fuel,PC,2009,Racing,Codemasters,0,0.02,0,0,0.02,,,6.7,86
The Settlers IV,PC,2001,Strategy,Blue Byte,0,0.02,0,0,0.02,,,,
Ryu-koku,PS2,2006,Adventure,KID,0,0,0.02,0,0.02,,,,
Dungeon Defenders,PC,2011,Role-Playing,Unknown,0.02,0,0,0,0.02,,,7.3,399
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,2008,Misc,Square Enix,0,0,0.02,0,0.02,,,,
GunParade Orchestra: Midori no Shou,PS2,2006,Adventure,Sony Computer Entertainment,0,0,0.02,0,0.02,,,,
Group S Challenge,XB,2003,Racing,Capcom,0.02,0,0,0,0.02,,,6,5
Fritz Chess,Wii,2009,Strategy,Deep Silver,0.02,0,0,0,0.02,,,tbd,
G1 Jockey Wii,Wii,2007,Sports,Tecmo Koei,0,0,0.02,0,0.02,,,,
Shooter: Starfighter Sanvein,PS,2000,Shooter,Midas Interactive Entertainment,0.01,0.01,0,0,0.02,,,,
Sakura Wars 1 & 2,PSP,2006,Strategy,Sega,0,0,0.02,0,0.02,,,,
Dragon's Lair,DS,2010,Platform,Destineer,0.02,0,0,0,0.02,,,tbd,
Disney's Meet the Robinsons,DS,2007,Action,Disney Interactive Studios,0.02,0,0,0,0.02,,,tbd,
Mata Hari: Betrayal is only a Kiss Away,PC,2008,Adventure,DTP Entertainment,0,0.02,0,0,0.02,,,,
Cities in Motion Collection,PC,2011,Simulation,Unknown,0,0.02,0,0,0.02,,,tbd,
Date A Live: Arusu Install,PS3,2014,Adventure,Compile Heart,0,0,0.02,0,0.02,,,,
Terminator 3: The Redemption,GC,2004,Shooter,Atari,0.02,0,0,0,0.02,,,tbd,
Farm Frenzy,PC,2008,Strategy,Mumbo Jumbo,0.02,0,0,0,0.02,,,tbd,
Tengen Toppa Gurren-Lagann,DS,2007,Action,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,
Mario Tennis,3DS,N/A,Sports,N/A,0,0,0.02,0,0.02,,,,
Sugoi Hebereke,SNES,1994,Fighting,Sunsoft,0,0,0.02,0,0.02,,,,
Pebble Beach Golf Links,SAT,1994,Sports,Sega,0,0,0.02,0,0.02,,,,
Veggy World,DS,2011,Shooter,Jack of All Games,0.02,0,0,0,0.02,,,tbd,
Dakar 2: The World's Ultimate Rally,XB,2003,Racing,Acclaim Entertainment,0.02,0,0,0,0.02,,,,
Balls of Fury,Wii,2007,Sports,Zoo Digital Publishing,0.02,0,0,0,0.02,,,2.8,25
Indigo Prophecy,PC,2005,Adventure,Atari,0,0.02,0,0,0.02,,,8.3,375
Overlord,PC,2007,Strategy,Codemasters,0,0.02,0,0,0.02,,,8.1,220
Higurashi Daybreak Portable Mega Edition,PSP,2009,Adventure,Alchemist,0,0,0.02,0,0.02,,,,
The Lord of the Rings: The Battle for Middle-Earth II,PC,2006,Strategy,Electronic Arts,0.01,0.01,0,0,0.02,,,7.5,366
Whiteout,PS2,2002,Racing,Konami Digital Entertainment,0.01,0.01,0,0,0.02,,,tbd,
Shinken de Watashi ni Koi Shinasai! R,PS3,2012,Action,Minato Station,0,0,0.02,0,0.02,,,,
Command & Conquer: The First Decade,PC,2006,Strategy,Electronic Arts,0.01,0.01,0,0,0.02,,,,
Shiratsuyu no Kai,PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
Rugby League Team Manager 2015,PC,2015,Action,Alternative Software,0,0.02,0,0,0.02,,,tbd,
FIFA Soccer 09,PC,2008,Sports,Electronic Arts,0,0.02,0,0,0.02,,,6.8,36
Quake 4,PC,2005,Shooter,Activision,0,0.02,0,0,0.02,,,7.6,281
XGRA: Extreme G Racing Association,GC,2003,Racing,Acclaim Entertainment,0.02,0,0,0,0.02,,,7,5
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,2008,Simulation,fonfun,0,0,0.02,0,0.02,,,,
Max Payne,PC,2001,Shooter,Take-Two Interactive,0,0.02,0,0,0.02,,,9.1,1016
Taito Legends 2,PS2,2006,Misc,Empire Interactive,0.01,0.01,0,0,0.02,,,tbd,
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.02,0,0,0,0.02,,,4.7,34
Kill.Switch,GBA,2004,Shooter,Zoo Digital Publishing,0.02,0.01,0,0,0.02,,,tbd,
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,2010,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
Jinsei Game Wii,Wii,2007,Misc,Takara Tomy,0,0,0.02,0,0.02,,,,
So Blonde,PC,2008,Adventure,Eidos Interactive,0,0.02,0,0,0.02,,,,
